Order ID,Order Date,CustomerName,State,City,Order ID.1,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Year,Month,Quarter,Day,Weekday,Profit_Margin_%,Avg_Price,Order_Type,Profit_Status,Customer_Total_Spend,Total_Orders,Customer_Total_Profit,Customer_Segment,Profit_Category,Average_Customer_Spend,Estimated_CLV,Discount_Impact,Sales_Performance
B-25843,2018-11-03,Mrunal,Maharashtra,Mumbai,B-25961,366,84,3,Furniture,Bookcases,COD,2018.0,November,4.0,3.0,Saturday,22.95,122.0,Low Value,Profit,366,1,84,Low Value,Medium Profit,366.0,366.0,Low,Average
B-26026,2018-02-19,Kanak,Goa,Goa,B-25701,33,-29,3,Clothing,Shirt,UPI,2018.0,February,1.0,19.0,Monday,-87.88,11.0,Low Value,Loss,124,3,-17,Low Value,Loss,41.33,123.99,High,Average
B-25773,2018-09-06,Shreya,Kerala,Thiruvananthapuram,B-25970,365,107,3,Electronics,Phones,COD,2018.0,September,3.0,6.0,Thursday,29.32,121.67,Low Value,Profit,1161,6,320,Low Value,Medium Profit,193.5,1161.0,Low,Average
B-25875,2018-11-24,Divyeshkumar,Uttar Pradesh,Prayagraj,B-25933,207,-100,2,Clothing,Saree,UPI,2018.0,November,4.0,24.0,Saturday,-48.31,103.5,Low Value,Loss,207,1,-100,Low Value,Loss,207.0,207.0,High,Average
B-25660,2018-05-16,Shruti,Karnataka,Bangalore,B-26081,359,-338,5,Furniture,Bookcases,COD,2018.0,May,2.0,16.0,Wednesday,-94.15,71.8,Low Value,Loss,2735,4,101,Low Value,Loss,683.75,2735.0,High,Average
B-25918,2018-12-22,Karandeep,Madhya Pradesh,Indore,B-25650,351,-47,8,Electronics,Phones,COD,2018.0,December,4.0,22.0,Saturday,-13.39,43.88,Low Value,Loss,351,1,-47,Low Value,Loss,351.0,351.0,High,Average
B-25971,2018-01-22,Mitali,Madhya Pradesh,Indore,B-25850,485,199,4,Clothing,Saree,EMI,2018.0,January,1.0,22.0,Monday,41.03,121.25,Low Value,Profit,997,2,-26,Low Value,Medium Profit,498.5,997.0,Low,Average
B-26063,2018-03-15,Farah,Nagaland,Kohima,B-25643,37,-23,4,Clothing,Shirt,UPI,2018.0,March,1.0,15.0,Thursday,-62.16,9.25,Low Value,Loss,1157,2,176,Low Value,Loss,578.5,1157.0,High,Average
B-25867,2018-11-17,Ankit,Sikkim,Gangtok,B-26100,34,10,2,Clothing,T-shirt,Debit Card,2018.0,November,4.0,17.0,Saturday,29.41,17.0,Low Value,Profit,61,3,14,Low Value,Medium Profit,20.33,60.99,Low,Average
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,B-25964,346,108,3,Furniture,Chairs,COD,2018.0,June,2.0,28.0,Thursday,31.21,115.33,Low Value,Profit,414,2,128,Low Value,Medium Profit,207.0,414.0,Low,Average
B-25661,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,B-25676,342,-103,4,Electronics,Electronic Games,COD,2018.0,May,2.0,17.0,Thursday,-30.12,85.5,Low Value,Loss,518,2,-66,Low Value,Loss,259.0,518.0,High,Average
B-25748,2018-08-12,Nitant,Rajasthan,Jaipur,B-25628,35,-8,2,Furniture,Furnishings,Debit Card,2018.0,August,3.0,12.0,Sunday,-22.86,17.5,Low Value,Loss,35,1,-8,Low Value,Loss,35.0,35.0,High,Average
B-25766,2018-08-30,Surabhi,Rajasthan,Jaipur,B-25891,121,41,4,Clothing,Stole,UPI,2018.0,August,3.0,30.0,Thursday,33.88,30.25,Low Value,Profit,1805,3,-66,Low Value,Medium Profit,601.67,1805.01,Low,Average
B-25861,2018-11-15,Aayush,Uttar Pradesh,Lucknow,B-25903,336,57,2,Electronics,Phones,COD,2018.0,November,4.0,15.0,Thursday,16.96,168.0,Low Value,Profit,336,1,57,Low Value,Medium Profit,336.0,336.0,Low,Average
B-26058,2018-03-11,Aditya,Punjab,Chandigarh,B-25851,336,71,3,Furniture,Bookcases,COD,2018.0,March,1.0,11.0,Sunday,21.13,112.0,Low Value,Profit,685,3,209,Low Value,Medium Profit,228.33,684.99,Low,Average
B-25808,2018-10-08,Apsingekar,Bihar,Patna,B-26089,27,4,1,Clothing,Hankerchief,COD,2018.0,October,4.0,8.0,Monday,14.81,27.0,Low Value,Profit,27,1,4,Low Value,Medium Profit,27.0,27.0,Low,Average
B-25900,2018-12-09,Anand,Punjab,Amritsar,B-25996,333,50,2,Electronics,Phones,COD,2018.0,December,4.0,9.0,Sunday,15.02,166.5,Low Value,Profit,364,2,52,Low Value,Medium Profit,182.0,364.0,Low,Average
B-26084,2018-03-25,Anita,Kerala,Thiruvananthapuram,B-25881,36,7,3,Clothing,Leggings,Debit Card,2018.0,March,1.0,25.0,Sunday,19.44,12.0,Low Value,Profit,688,3,190,Low Value,Medium Profit,229.33,687.99,Low,Average
B-25652,2018-05-08,Tushina,Goa,Goa,B-25621,333,-15,3,Electronics,Phones,COD,2018.0,May,2.0,8.0,Tuesday,-4.5,111.0,Low Value,Loss,393,2,-27,Low Value,Loss,196.5,393.0,High,Average
B-26008,2018-02-09,Kalyani,Tamil Nadu,Chennai,B-25727,327,114,4,Clothing,Trousers,COD,2018.0,February,1.0,9.0,Friday,34.86,81.75,Low Value,Profit,327,1,114,Low Value,Medium Profit,327.0,327.0,Low,Average
B-25799,2018-10-01,Divyansh,Gujarat,Ahmedabad,B-25843,18,6,3,Clothing,Hankerchief,UPI,2018.0,October,4.0,1.0,Monday,33.33,6.0,Low Value,Profit,18,1,6,Low Value,Medium Profit,18.0,18.0,Low,Average
B-25927,2018-12-31,Shreya,Uttar Pradesh,Lucknow,B-26050,325,32,7,Clothing,T-shirt,COD,2018.0,December,4.0,31.0,Monday,9.85,46.43,Low Value,Profit,1161,6,320,Low Value,Medium Profit,193.5,1161.0,Low,Average
B-25985,2018-01-31,Ginny,Madhya Pradesh,Indore,B-25741,482,-6,7,Electronics,Electronic Games,EMI,2018.0,January,1.0,31.0,Wednesday,-1.24,68.86,Low Value,Loss,482,1,-6,Low Value,Loss,482.0,482.0,High,Average
B-25994,2018-02-03,Omkar,Delhi,Delhi,B-25756,465,-33,4,Electronics,Phones,EMI,2018.0,February,1.0,3.0,Saturday,-7.1,116.25,Low Value,Loss,465,1,-33,Low Value,Loss,465.0,465.0,High,Average
B-25620,2018-04-20,Sarita,Maharashtra,Pune,B-25787,40,-12,3,Clothing,Shirt,COD,2018.0,April,2.0,20.0,Friday,-30.0,13.33,Low Value,Loss,459,3,-219,Low Value,Loss,153.0,459.0,High,Average
B-25712,2018-07-07,Adhvaita,Rajasthan,Jaipur,B-25603,107,36,6,Clothing,Stole,COD,2018.0,July,3.0,7.0,Saturday,33.64,17.83,Low Value,Profit,107,1,36,Low Value,Medium Profit,107.0,107.0,Low,Average
B-25976,2018-01-25,Piyam,Punjab,Amritsar,B-25655,312,-312,7,Furniture,Chairs,COD,2018.0,January,1.0,25.0,Thursday,-100.0,44.57,Low Value,Loss,312,1,-312,Low Value,Loss,312.0,312.0,High,Average
B-26068,2018-03-16,Shefali,Rajasthan,Jaipur,B-26096,451,25,3,Electronics,Phones,EMI,2018.0,March,1.0,16.0,Friday,5.54,150.33,Low Value,Profit,636,2,-1,Low Value,Medium Profit,318.0,636.0,Low,Average
B-25721,2018-07-16,Anchal,Haryana,Chandigarh,B-25962,312,62,1,Electronics,Electronic Games,COD,2018.0,July,3.0,16.0,Monday,19.87,312.0,Low Value,Profit,312,1,62,Low Value,Medium Profit,312.0,312.0,Low,Average
B-25863,2018-11-15,Manibalan,Kerala,Thiruvananthapuram,B-26007,311,72,2,Furniture,Bookcases,COD,2018.0,November,4.0,15.0,Thursday,23.15,155.5,Low Value,Profit,311,1,72,Low Value,Medium Profit,311.0,311.0,Low,Average
B-25991,2018-02-03,Mansi,Madhya Pradesh,Indore,B-26088,11,5,2,Clothing,Hankerchief,UPI,2018.0,February,1.0,3.0,Saturday,45.45,5.5,Low Value,Profit,11,1,5,Low Value,Medium Profit,11.0,11.0,Low,Average
B-25737,2018-08-01,Shubham,Madhya Pradesh,Indore,B-25673,37,-5,3,Clothing,T-shirt,Debit Card,2018.0,August,3.0,1.0,Wednesday,-13.51,12.33,Low Value,Loss,1926,5,442,Low Value,Loss,385.2,1926.0,High,Average
B-26043,2018-03-01,Amit,Sikkim,Gangtok,B-25664,444,-200,4,Electronics,Phones,EMI,2018.0,March,1.0,1.0,Thursday,-45.05,111.0,Low Value,Loss,468,2,-199,Low Value,Loss,234.0,468.0,High,Average
B-25977,2018-01-27,Aayushi,Gujarat,Surat,B-25642,434,26,11,Clothing,Shirt,Credit Card,2018.0,January,1.0,27.0,Saturday,5.99,39.45,Low Value,Profit,774,3,74,Low Value,Medium Profit,258.0,774.0,Low,Average
B-25908,2018-12-12,Pradeep,Delhi,Delhi,B-25987,299,0,6,Clothing,Stole,COD,2018.0,December,4.0,12.0,Wednesday,0.0,49.83,Low Value,Break Even,299,1,0,Low Value,Loss,299.0,299.0,Low,Average
B-25941,2018-01-07,Jaideep,Nagaland,Kohima,B-25903,37,17,3,Clothing,Hankerchief,Debit Card,2018.0,January,1.0,7.0,Sunday,45.95,12.33,Low Value,Profit,37,1,17,Low Value,Medium Profit,37.0,37.0,Low,Average
B-25794,2018-09-24,Aditya,Himachal Pradesh,Simla,B-25770,299,113,2,Furniture,Bookcases,COD,2018.0,September,3.0,24.0,Monday,37.79,149.5,Low Value,Profit,685,3,209,Low Value,Medium Profit,228.33,684.99,Low,Average
B-26041,2018-02-27,Ritu,Haryana,Chandigarh,B-25840,298,74,2,Furniture,Bookcases,COD,2018.0,February,1.0,27.0,Tuesday,24.83,149.0,Low Value,Profit,522,2,-69,Low Value,Medium Profit,261.0,522.0,Low,Average
B-25695,2018-06-18,Suhani,West Bengal,Kolkata,B-25846,94,7,7,Clothing,Leggings,UPI,2018.0,June,2.0,18.0,Monday,7.45,13.43,Low Value,Profit,94,1,7,Low Value,Medium Profit,94.0,94.0,Low,Average
B-25960,2018-01-18,Shreya,Andhra Pradesh,Hyderabad,B-25745,296,225,11,Clothing,Saree,COD,2018.0,January,1.0,18.0,Thursday,76.01,26.91,Low Value,Profit,1161,6,320,Low Value,Medium Profit,193.5,1161.0,Low,Average
B-26037,2018-02-23,Hitika,Madhya Pradesh,Indore,B-26073,37,17,3,Clothing,Hankerchief,Debit Card,2018.0,February,1.0,23.0,Friday,45.95,12.33,Low Value,Profit,1175,3,184,Low Value,Medium Profit,391.67,1175.01,Low,Average
B-25921,2018-12-25,Sandra,Punjab,Amritsar,B-26030,291,93,2,Electronics,Printers,COD,2018.0,December,4.0,25.0,Tuesday,31.96,145.5,Low Value,Profit,291,1,93,Low Value,Medium Profit,291.0,291.0,Low,Average
B-25944,2018-01-10,Syed,Maharashtra,Pune,B-25678,327,-39,1,Electronics,Phones,COD,2018.0,January,1.0,10.0,Wednesday,-11.93,327.0,Low Value,Loss,327,1,-39,Low Value,Loss,327.0,327.0,High,Average
B-25724,2018-07-19,Sheetal,Madhya Pradesh,Indore,B-26035,291,119,11,Clothing,Saree,COD,2018.0,July,3.0,19.0,Thursday,40.89,26.45,Low Value,Profit,2998,4,870,Low Value,Medium Profit,749.5,2998.0,Low,Average
B-26024,2018-02-19,Vandana,Himachal Pradesh,Simla,B-25896,287,-66,6,Clothing,Kurti,COD,2018.0,February,1.0,19.0,Monday,-23.0,47.83,Low Value,Loss,498,3,-52,Low Value,Loss,166.0,498.0,High,Average
B-25694,2018-06-18,Subhasmita,Rajasthan,Jaipur,B-25989,42,15,1,Electronics,Accessories,UPI,2018.0,June,2.0,18.0,Monday,35.71,42.0,Low Value,Profit,42,1,15,Low Value,Medium Profit,42.0,42.0,Low,Average
B-25665,2018-05-21,Chayanika,Kerala,Thiruvananthapuram,B-26016,429,61,3,Electronics,Electronic Games,Credit Card,2018.0,May,2.0,21.0,Monday,14.22,143.0,Low Value,Profit,429,1,61,Low Value,Medium Profit,429.0,429.0,Low,Average
B-26004,2018-02-08,Nandita,Rajasthan,Jaipur,B-26009,285,128,2,Electronics,Printers,COD,2018.0,February,1.0,8.0,Thursday,44.91,142.5,Low Value,Profit,285,1,128,Low Value,Medium Profit,285.0,285.0,Low,Average
B-25611,2018-04-11,Anita,Kerala,Thiruvananthapuram,B-25915,277,3,1,Electronics,Electronic Games,COD,2018.0,April,2.0,11.0,Wednesday,1.08,277.0,Low Value,Profit,688,3,190,Low Value,Medium Profit,229.33,687.99,Low,Average
B-25901,2018-12-10,Suraj,Gujarat,Surat,B-25845,274,-7,4,Electronics,Phones,COD,2018.0,December,4.0,10.0,Monday,-2.55,68.5,Low Value,Loss,274,1,-7,Low Value,Loss,274.0,274.0,High,Average
B-25623,2018-04-22,Atharv,West Bengal,Kolkata,B-25645,273,-87,4,Electronics,Phones,COD,2018.0,April,2.0,22.0,Sunday,-31.87,68.25,Low Value,Loss,1487,3,222,Low Value,Loss,495.67,1487.01,High,Average
B-25713,2018-07-08,Raksha,West Bengal,Kolkata,B-25803,269,91,1,Electronics,Electronic Games,COD,2018.0,July,3.0,8.0,Sunday,33.83,269.0,Low Value,Profit,269,1,91,Low Value,Medium Profit,269.0,269.0,Low,Average
B-26091,2018-03-27,Manju,Andhra Pradesh,Hyderabad,B-26030,11,5,1,Clothing,Skirt,COD,2018.0,March,1.0,27.0,Tuesday,45.45,11.0,Low Value,Profit,1744,3,581,Low Value,Medium Profit,581.33,1743.99,Low,Average
B-25604,2018-04-03,Divsha,Rajasthan,Jaipur,B-25955,39,2,2,Clothing,Saree,Debit Card,2018.0,April,2.0,3.0,Tuesday,5.13,19.5,Low Value,Profit,702,3,120,Low Value,Medium Profit,234.0,702.0,Low,Average
B-25827,2018-10-23,Sheetal,Madhya Pradesh,Indore,B-26096,264,-26,3,Clothing,Trousers,COD,2018.0,October,4.0,23.0,Tuesday,-9.85,88.0,Low Value,Loss,2998,4,870,Low Value,Loss,749.5,2998.0,High,Average
B-25835,2018-10-29,Moumita,Gujarat,Ahmedabad,B-25635,40,16,3,Clothing,Hankerchief,Debit Card,2018.0,October,4.0,29.0,Monday,40.0,13.33,Low Value,Profit,40,1,16,Low Value,Medium Profit,40.0,40.0,Low,Average
B-26025,2018-02-19,Bhavna,Sikkim,Gangtok,B-26038,41,19,2,Clothing,T-shirt,Debit Card,2018.0,February,1.0,19.0,Monday,46.34,20.5,Low Value,Profit,267,3,-74,Low Value,Medium Profit,89.0,267.0,Low,Average
B-25809,2018-10-09,Suman,Kerala,Thiruvananthapuram,B-25791,253,-63,2,Clothing,Saree,UPI,2018.0,October,4.0,9.0,Tuesday,-24.9,126.5,Low Value,Loss,253,1,-63,Low Value,Loss,253.0,253.0,High,Average
B-25905,2018-12-11,Bhargav,Delhi,Delhi,B-26014,406,97,7,Furniture,Chairs,Credit Card,2018.0,December,4.0,11.0,Tuesday,23.89,58.0,Low Value,Profit,406,1,97,Low Value,Medium Profit,406.0,406.0,Low,Average
B-25948,2018-01-13,Mukund,Maharashtra,Pune,B-25751,32,7,3,Clothing,Hankerchief,COD,2018.0,January,1.0,13.0,Saturday,21.88,10.67,Low Value,Profit,32,1,7,Low Value,Medium Profit,32.0,32.0,Low,Average
B-26094,2018-03-27,Deepak,Madhya Pradesh,Bhopal,B-25962,260,68,2,Electronics,Printers,COD,2018.0,March,1.0,27.0,Tuesday,26.15,130.0,Low Value,Profit,338,3,101,Low Value,Medium Profit,112.67,338.01,Low,Average
B-25949,2018-01-13,Shantanu,Maharashtra,Mumbai,B-26025,41,19,5,Clothing,Hankerchief,Debit Card,2018.0,January,1.0,13.0,Saturday,46.34,8.2,Low Value,Profit,41,1,19,Low Value,Medium Profit,41.0,41.0,Low,Average
B-26001,2018-02-07,Patil,Delhi,Delhi,B-26048,401,13,6,Furniture,Chairs,Credit Card,2018.0,February,1.0,7.0,Wednesday,3.24,66.83,Low Value,Profit,401,1,13,Low Value,Medium Profit,401.0,401.0,Low,Average
B-25771,2018-09-02,Vaibhavi,Uttar Pradesh,Lucknow,B-25635,382,30,3,Clothing,Saree,Credit Card,2018.0,September,3.0,2.0,Sunday,7.85,127.33,Low Value,Profit,382,1,30,Low Value,Medium Profit,382.0,382.0,Low,Average
B-25659,2018-05-15,Sanskriti,West Bengal,Kolkata,B-25981,867,251,5,Electronics,Phones,COD,2018.0,May,2.0,15.0,Tuesday,28.95,173.4,Low Value,Profit,890,2,253,Low Value,Medium Profit,445.0,890.0,Low,Average
B-25924,2018-12-28,Prajakta,Karnataka,Bangalore,B-25610,43,0,3,Clothing,Saree,Debit Card,2018.0,December,4.0,28.0,Friday,0.0,14.33,Low Value,Break Even,43,1,0,Low Value,Loss,43.0,43.0,Low,Average
B-25883,2018-11-27,Saptadeep,Gujarat,Surat,B-25733,43,-43,7,Clothing,Stole,Debit Card,2018.0,November,4.0,27.0,Tuesday,-100.0,6.14,Low Value,Loss,43,1,-43,Low Value,Loss,43.0,43.0,High,Average
B-25946,2018-01-12,Saurabh,Andhra Pradesh,Hyderabad,B-25977,74,29,3,Clothing,Stole,COD,2018.0,January,1.0,12.0,Friday,39.19,24.67,Low Value,Profit,129,2,32,Low Value,Medium Profit,64.5,129.0,Low,Average
B-26065,2018-03-16,Nida,Madhya Pradesh,Indore,B-25655,44,-26,3,Clothing,Hankerchief,Debit Card,2018.0,March,1.0,16.0,Friday,-59.09,14.67,Low Value,Loss,490,2,27,Low Value,Loss,245.0,490.0,High,Average
B-26083,2018-03-24,Yogesh,Bihar,Patna,B-25612,259,-55,2,Furniture,Chairs,COD,2018.0,March,1.0,24.0,Saturday,-21.24,129.5,Low Value,Loss,1408,4,-423,Low Value,Loss,352.0,1408.0,High,Average
B-25725,2018-07-20,Anisha,Nagaland,Kohima,B-25608,257,23,5,Clothing,Hankerchief,COD,2018.0,July,3.0,20.0,Friday,8.95,51.4,Low Value,Profit,257,1,23,Low Value,Medium Profit,257.0,257.0,Low,Average
B-25630,2018-04-24,Sahil,Punjab,Chandigarh,B-25752,76,27,5,Clothing,Stole,COD,2018.0,April,2.0,24.0,Tuesday,35.53,15.2,Low Value,Profit,95,2,35,Low Value,Medium Profit,47.5,95.0,Low,Average
B-25673,2018-05-28,Arsheen,Gujarat,Ahmedabad,B-25700,44,-32,3,Clothing,Stole,Debit Card,2018.0,May,2.0,28.0,Monday,-72.73,14.67,Low Value,Loss,44,1,-32,Low Value,Loss,44.0,44.0,High,Average
B-25692,2018-06-17,Rashmi,Madhya Pradesh,Indore,B-25856,257,3,2,Clothing,Saree,COD,2018.0,June,2.0,17.0,Sunday,1.17,128.5,Low Value,Profit,330,2,-22,Low Value,Medium Profit,165.0,330.0,Low,Average
B-25992,2018-02-03,Gaurav,Rajasthan,Udaipur,B-26026,255,76,9,Clothing,Hankerchief,COD,2018.0,February,1.0,3.0,Saturday,29.8,28.33,Low Value,Profit,2348,2,797,Low Value,Medium Profit,1174.0,2348.0,Low,Average
B-25765,2018-08-29,Meghana,Madhya Pradesh,Bhopal,B-25861,44,14,3,Clothing,Hankerchief,Debit Card,2018.0,August,3.0,29.0,Wednesday,31.82,14.67,Low Value,Profit,44,1,14,Low Value,Medium Profit,44.0,44.0,Low,Average
B-25892,2018-12-04,Aditi,Rajasthan,Udaipur,B-25673,45,-2,4,Clothing,Shirt,COD,2018.0,December,4.0,4.0,Tuesday,-4.44,11.25,Low Value,Loss,979,2,-918,Low Value,Loss,489.5,979.0,High,Average
B-26089,2018-03-26,Kanak,Goa,Goa,B-25681,44,-3,1,Clothing,Saree,Debit Card,2018.0,March,1.0,26.0,Monday,-6.82,44.0,Low Value,Loss,124,3,-17,Low Value,Loss,41.33,123.99,High,Average
B-25780,2018-09-13,Teena,Andhra Pradesh,Hyderabad,B-26051,382,119,2,Clothing,Saree,Credit Card,2018.0,September,3.0,13.0,Thursday,31.15,191.0,Low Value,Profit,382,1,119,Low Value,Medium Profit,382.0,382.0,Low,Average
B-25684,2018-06-09,Samiksha,Maharashtra,Mumbai,B-25951,250,100,3,Clothing,Trousers,COD,2018.0,June,2.0,9.0,Saturday,40.0,83.33,Low Value,Profit,250,1,100,Low Value,Medium Profit,250.0,250.0,Low,Average
B-25739,2018-08-03,Daksh,Haryana,Chandigarh,B-25799,45,-15,2,Furniture,Chairs,COD,2018.0,August,3.0,3.0,Friday,-33.33,22.5,Low Value,Loss,45,1,-15,Low Value,Loss,45.0,45.0,High,Average
B-25731,2018-07-26,Akash,West Bengal,Kolkata,B-26053,246,61,2,Furniture,Bookcases,COD,2018.0,July,3.0,26.0,Thursday,24.8,123.0,Low Value,Profit,246,1,61,Low Value,Medium Profit,246.0,246.0,Low,Average
B-25648,2018-05-04,Aditya,Punjab,Chandigarh,B-26030,50,25,5,Clothing,Stole,COD,2018.0,May,2.0,4.0,Friday,50.0,10.0,Low Value,Profit,685,3,209,Low Value,Medium Profit,228.33,684.99,Low,Average
B-26038,2018-02-24,Pooja,Bihar,Patna,B-26054,246,98,5,Clothing,Hankerchief,COD,2018.0,February,1.0,24.0,Saturday,39.84,49.2,Low Value,Profit,823,4,236,Low Value,Medium Profit,205.75,823.0,Low,Average
B-25700,2018-06-25,Shubhi,Maharashtra,Mumbai,B-25696,44,99,3,Clothing,Kurti,Debit Card,2018.0,June,2.0,25.0,Monday,225.0,14.67,Low Value,Profit,44,1,99,Low Value,Medium Profit,44.0,44.0,Low,Average
B-26015,2018-02-14,Kasheen,West Bengal,Kolkata,B-25660,245,-78,3,Clothing,Saree,COD,2018.0,February,1.0,14.0,Wednesday,-31.84,81.67,Low Value,Loss,1097,3,21,Low Value,Loss,365.67,1097.01,High,Average
B-25704,2018-06-29,Riya,Maharashtra,Mumbai,B-25858,245,30,2,Clothing,Saree,COD,2018.0,June,2.0,29.0,Friday,12.24,122.5,Low Value,Profit,245,1,30,Low Value,Medium Profit,245.0,245.0,Low,Average
B-25811,2018-10-10,Utsav,Maharashtra,Mumbai,B-26045,376,0,7,Clothing,Stole,Credit Card,2018.0,October,4.0,10.0,Wednesday,0.0,53.71,Low Value,Break Even,376,1,0,Low Value,Loss,376.0,376.0,Low,Average
B-25821,2018-10-16,Ajay,West Bengal,Kolkata,B-25850,45,1,3,Clothing,T-shirt,Debit Card,2018.0,October,4.0,16.0,Tuesday,2.22,15.0,Low Value,Profit,949,3,-234,Low Value,Medium Profit,316.33,948.99,Low,Average
B-25874,2018-11-24,Megha,Rajasthan,Udaipur,B-25781,45,-28,2,Clothing,Stole,Debit Card,2018.0,November,4.0,24.0,Saturday,-62.22,22.5,Low Value,Loss,816,2,-452,Low Value,Loss,408.0,816.0,High,Average
B-25668,2018-05-24,Rhea,Himachal Pradesh,Simla,B-25918,244,-122,5,Furniture,Furnishings,COD,2018.0,May,2.0,24.0,Thursday,-50.0,48.8,Low Value,Loss,256,2,-121,Low Value,Loss,128.0,256.0,High,Average
B-25800,2018-10-01,Ishit,Maharashtra,Pune,B-25971,244,83,2,Furniture,Bookcases,COD,2018.0,October,4.0,1.0,Monday,34.02,122.0,Low Value,Profit,244,1,83,Low Value,Medium Profit,244.0,244.0,Low,Average
B-25928,2018-01-01,Smriti,Bihar,Patna,B-25870,10,4,1,Clothing,Kurti,UPI,2018.0,January,1.0,1.0,Monday,40.0,10.0,Low Value,Profit,10,1,4,Low Value,Medium Profit,10.0,10.0,Low,Average
B-26021,2018-02-17,Anita,Kerala,Thiruvananthapuram,B-25770,375,180,3,Furniture,Bookcases,Credit Card,2018.0,February,1.0,17.0,Saturday,48.0,125.0,Low Value,Profit,688,3,190,Low Value,Medium Profit,229.33,687.99,Low,Average
B-26064,2018-03-16,Ankita,Maharashtra,Mumbai,B-25757,46,14,5,Clothing,Skirt,Debit Card,2018.0,March,1.0,16.0,Friday,30.43,9.2,Low Value,Profit,46,1,14,Low Value,Medium Profit,46.0,46.0,Low,Average
B-25882,2018-11-26,Masurkar,Punjab,Amritsar,B-25699,49,-31,2,Clothing,Stole,UPI,2018.0,November,4.0,26.0,Monday,-63.27,24.5,Low Value,Loss,49,1,-31,Low Value,Loss,49.0,49.0,High,Average
B-25891,2018-12-04,Shivani,Madhya Pradesh,Indore,B-25776,47,-20,2,Clothing,Kurti,Debit Card,2018.0,December,4.0,4.0,Tuesday,-42.55,23.5,Low Value,Loss,212,2,10,Low Value,Loss,106.0,212.0,High,Average
B-25820,2018-10-16,Dheeraj,Rajasthan,Jaipur,B-25893,355,-114,7,Clothing,Stole,Credit Card,2018.0,October,4.0,16.0,Tuesday,-32.11,50.71,Low Value,Loss,355,1,-114,Low Value,Loss,355.0,355.0,High,Average
B-25889,2018-12-03,Abhishek,Gujarat,Surat,B-25985,32,8,5,Clothing,Hankerchief,UPI,2018.0,December,4.0,3.0,Monday,25.0,6.4,Low Value,Profit,1144,4,136,Low Value,Medium Profit,286.0,1144.0,Low,Average
B-25871,2018-11-21,Gunjal,Gujarat,Surat,B-25681,243,-14,2,Furniture,Chairs,COD,2018.0,November,4.0,21.0,Wednesday,-5.76,121.5,Low Value,Loss,243,1,-14,Low Value,Loss,243.0,243.0,High,Average
B-25637,2018-04-26,Ashmi,Madhya Pradesh,Indore,B-26063,241,-77,4,Electronics,Electronic Games,COD,2018.0,April,2.0,26.0,Thursday,-31.95,60.25,Low Value,Loss,517,2,-25,Low Value,Loss,258.5,517.0,High,Average
B-25616,2018-04-15,Kanak,Goa,Goa,B-26032,47,15,5,Clothing,Saree,Debit Card,2018.0,April,2.0,15.0,Sunday,31.91,9.4,Low Value,Profit,124,3,-17,Low Value,Medium Profit,41.33,123.99,Low,Average
B-25972,2018-01-23,Jesslyn,Rajasthan,Udaipur,B-26001,50,-10,6,Clothing,Skirt,Debit Card,2018.0,January,1.0,23.0,Tuesday,-20.0,8.33,Low Value,Loss,50,1,-10,Low Value,Loss,50.0,50.0,High,Average
B-25805,2018-10-05,Ankit,Maharashtra,Mumbai,B-26056,15,6,2,Clothing,Hankerchief,COD,2018.0,October,4.0,5.0,Friday,40.0,7.5,Low Value,Profit,61,3,14,Low Value,Medium Profit,20.33,60.99,Low,Average
B-25860,2018-11-15,Akshay,Tamil Nadu,Chennai,B-25850,148,24,3,Clothing,Stole,COD,2018.0,November,4.0,15.0,Thursday,16.22,49.33,Low Value,Profit,642,3,112,Low Value,Medium Profit,214.0,642.0,Low,Average
B-26080,2018-03-22,Sonakshi,Jammu and Kashmir,Kashmir,B-25767,299,-28,3,Electronics,Electronic Games,UPI,2018.0,March,1.0,22.0,Thursday,-9.36,99.67,Low Value,Loss,614,3,-49,Low Value,Loss,204.67,614.01,High,Average
B-25807,2018-10-07,Vipul,Uttar Pradesh,Lucknow,B-25693,68,-30,1,Electronics,Phones,UPI,2018.0,October,4.0,7.0,Sunday,-44.12,68.0,Low Value,Loss,68,1,-30,Low Value,Loss,68.0,68.0,High,Average
B-25734,2018-07-29,Pranav,Madhya Pradesh,Indore,B-25850,52,18,5,Clothing,Leggings,Debit Card,2018.0,July,3.0,29.0,Sunday,34.62,10.4,Low Value,Profit,66,2,18,Low Value,Medium Profit,33.0,66.0,Low,Average
B-25880,2018-11-24,Apoorv,Rajasthan,Udaipur,B-25796,239,-162,5,Furniture,Chairs,COD,2018.0,November,4.0,24.0,Saturday,-67.78,47.8,Low Value,Loss,239,1,-162,Low Value,Loss,239.0,239.0,High,Average
B-25934,2018-01-04,Rahul,Madhya Pradesh,Indore,B-26053,27,6,3,Clothing,Skirt,COD,2018.0,January,1.0,4.0,Thursday,22.22,9.0,Low Value,Profit,27,1,6,Low Value,Medium Profit,27.0,27.0,Low,Average
B-25913,2018-12-17,Geetanjali,Delhi,Delhi,B-25650,238,20,2,Clothing,Saree,COD,2018.0,December,4.0,17.0,Monday,8.4,119.0,Low Value,Profit,238,1,20,Low Value,Medium Profit,238.0,238.0,Low,Average
